Gene Symbol	K_Virus_0	K_Virus_3	K_Virus_6	K_Virus_9	K_Virus_12	K_Virus_18	K_Virus_24	K_Virus_30	K_Virus_36	K_Virus_48	K_Virus_60	K_Virus_72	K_Virus_D5	K_Virus_D7
Plekhg2	-0.0923099431991	0.170077481615	0.114536581764	0.10361570555	0.167993358362	0.190756585012	0.4047387928	0.165064397041	-0.344998704791	-0.355620168814	-0.0735189263981	-0.299748371385	-0.630502200305	0.0470077876062
Plekhg3	-0.171583916886	0.0729252179637	-0.192373565941	0.22994108672	-0.0322212676763	0.0169943640645	0.132309670789	0.110342365502	-0.100539904896	-0.173413830733	-0.030605637358	0.107423629396	-0.002513343505	0.224251623441
Plekhg1	-0.179144824819	-0.0239585168171	0.0939328035675	-0.0940061371562	-0.168527939132	0.15960797024	-0.0768559965944	-0.0613420938495	-0.193955989998	-0.225634213514	0.0127460160481	0.04907807211	0.0623466786342	0.0905377901528
Hspbap1	0.111242929222	0.15703929133	-0.110973269838	0.502805327325	0.0982366158798	0.153030526828	0.190294818922	0.200921505254	0.0293780604361	-0.397544298467	0.0567795395902	-0.118600726001	-0.367872880846	-0.0872593093726
4930592I03Rik	0.0506207505096	0.114373463067	0.129140610471	0.0114264449515	0.0407678959293	-0.0269662244797	-0.0120616338925	0.0124884880745	-0.0258544249835	-0.0656034775708	-0.0606623277773	-0.0613068354495	-0.0213879276553	0.0746902776851
4930564K09Rik	-0.0623698939249	0.0705146780087	0.0283796670608	0.028165717676	-0.0294149273644	0.0172940532055	0.0381397996885	0.0226972047671	-0.00774547970276	-0.048071576082	0.023131013945	-0.0715333483829	0.0224829441147	0.0235905260173
Plekhg5	-0.138133764113	-0.113573148186	0.0608643234021	0.149494498955	-0.0446990927408	0.200769367923	0.325331293999	0.069960813938	-0.323157700777	-0.460666984924	-0.257501646068	-0.21074349681	-0.385358406819	-0.448264985395
Nsa2	0.0734913388144	-0.0581535785499	-0.108841803963	-0.0344749769134	-0.0500456183414	0.0212359450359	-0.0743368942426	-0.0118415008955	-0.0177253112768	0.0462199723584	-0.0378358766082	-0.0571689925979	0.0167878196688	0.0536258337214
Glrp1	-0.00195545496555	0.121347483509	-0.145623997001	-0.135305746931	-0.0311035852599	0.0221986845124	0.0307520755674	-0.00417196366858	-0.0864248808616	0.0931717166039	0.0873628422523	0.0104617975701	0.00416354297211	0.0268611464501
Zfp846	0.127954556566	-0.0591591583136	0.0469151657823	-0.223090149801	-0.0399574545952	-0.148078093789	-0.0672986973923	-0.24174950878	0.0556890001099	0.076336407919	0.00772629890814	-0.0435652371286	-0.0156643458057	-0.140877725847
Nampt	0.020083628695	0.0692765545659	-0.0240940879996	0.0452639272654	0.14854964355	-0.0587656240011	0.328788674722	0.22623550481	0.504716374592	1.13946893714	1.002210036	0.18149673726	0.438002740268	0.0661586466333
Ube2d3	0.00511116104144	-0.050752382681	0.07356395054	-0.0758699484081	0.132181844107	-0.0861493815589	-0.158089234146	-0.164708338237	0.103392591871	0.128034460868	0.0580377820668	-0.258249736638	-0.0921460585856	-0.158752127998
Bpifb3	-0.0639137221524	-0.01404058853	0.0635942408285	0.00501364833642	0.00712405836449	-0.0119234191809	0.301729000156	0.00326524814512	-0.00626363880502	0.0286817704574	0.00072426535572	-0.0609692422298	0.0455926934711	0.134466052549
Bpifb2	0.191185845632	0.104546295476	-0.0188672882127	-0.023623060169	0.0589368909751	0.0933800789903	-0.0514887541824	-0.0512905787542	0.159928694125	0.0516260969281	-0.139024781178	-0.0386284454738	0.200783795464	-0.0258189431803
Bpifb1	0.958940579995	2.80049038089	0.267335555492	0.798171046977	0.129178377305	-1.00993152564	-1.50907204563	-1.79348738333	-1.0232103019	-1.68496434415	-0.416237648621	-0.594207241522	-1.32716828469	-0.1121455776
Vmo1	0.186332411182	0.056898861364	0.0116071901447	0.110241260725	0.0443902267679	0.27918950867	0.189583505945	0.135538421516	-0.0905668605581	-0.234024019935	-0.0695951363627	-0.0518897397969	-0.16485051362	-0.245690088974
Bpifb6	-0.46723066234	0.055954986364	-0.302081746637	-0.98500430632	-0.639720210394	-0.229222200574	-0.54153145157	-0.164246948993	-0.187578457293	-0.0182117989348	-0.149928132495	-0.189713794726	0.0577148048802	-0.0867952963963
Bpifb5	0.0975015362508	0.484381000312	0.1547493546	0.0617020347219	0.386026248823	0.140243024864	0.00970773662853	-0.212755713693	-0.214252308388	0.144606899655	0.286295358402	0.113793916906	0.0257139571356	-0.382829929088
Bpifb4	0.0555445541628	-0.026628219616	-0.0142518144323	0.0050325345472	-0.0212408345302	0.049732902733	-0.0119184130878	0.0719977444644	-0.0301493491321	0.0640534540901	0.0290700032692	-0.0195112405186	-0.0236755547575	-0.0634431934366
Plekhg6	0.0720767249741	0.504081749194	0.0870127913792	0.129754331438	0.0896515181254	-0.213086836775	-0.0277057117714	-0.177412006561	-0.191935348395	-0.0264749565801	-0.00103716033871	-0.0159599175701	0.0230712043009	-0.0271737130515
Shank3	-0.746082298236	0.176180682721	0.285072540396	-0.526019847108	-0.29603802536	-0.160597583557	-0.0630992918828	-0.37493363819	-0.509323652612	-0.601873522396	-0.496474261139	-0.294068167387	-0.499854459149	-0.499027706636
Shank2	0.123750423514	0.154054492182	0.0523677740777	0.253826792486	0.106784320891	0.0783626325332	0.134621652058	0.0393581170377	-0.0994879039341	-0.0855423783887	0.0248689936476	0.0775703272186	-0.157835832098	-0.152517267692
Shank1	0.0714258595219	0.00433607242337	0.00516436561767	0.0332227682829	0.0777614690339	-0.0641171593421	0.0208490042147	0.0940688716093	0.0158287066611	0.114207914131	-0.0260977466419	0.064900232126	-0.303492336403	-0.0102559042096
2010011I20Rik	0.0397471503619	0.052136522301	0.0664920725004	0.206720372176	0.0526605826518	0.110911430252	0.160769086504	0.00968679204464	-0.310522630872	-0.253383544331	-0.0565013629049	0.0961382931642	-0.344560228924	-0.161275957742
Syt8	-0.114430575898	-0.0698565954923	-0.0195561405706	0.188020363561	-0.0178092036638	-0.0548798843287	0.0110561517568	0.0748705208271	0.127951045632	0.43509906785	0.740355140776	0.237546468222	0.47267142329	0.260080705987
Syt9	0.155990557937	0.0611475874037	0.0615705639321	0.101827492016	0.0815328110302	0.0540764767625	-0.0287644165133	0.0439104284912	-0.0649034934693	-0.204288687638	-0.0270094636652	-0.0218770580276	-0.198488415055	-0.0927138479145
Plekhg4	0.12326436233	-0.0753093723786	0.0635601747418	0.0875418205981	0.0026884234046	0.232583136853	0.15806167242	0.04873872086	-0.11950368618	-0.400574832065	-0.154595983229	-0.0501249021619	-0.336622050333	-0.0648061958738
Prl8a8	-0.201904283985	0.0473538529855	0.0626416511456	0.061967820985	0.00893267825321	0.00133765813844	0.182324071303	0.0234924152309	-0.0405076480474	-0.017180753952	-0.0468922983193	0.167117680814	0.0444885559594	-0.0101663110841
Mug1	0.239788985506	-0.297650270866	-0.0878813105396	-0.144087271263	0.0138347493847	-0.108594956667	-0.129173449107	0.170012819337	-0.0471311721001	-0.0711983315392	-0.192727879285	-0.0741046274865	-0.233243546902	-0.0530356645481
Mier1	-0.0573033784972	-0.377438843675	-0.0674059687473	0.0592843189854	-0.0553175409578	-0.148398867983	0.18335171607	0.0798262179683	0.0965600325002	0.239336327592	0.217815450365	0.366137232013	0.415680602929	0.538634050559
Mier2	-0.0137779760429	0.0255840286529	-0.0744872449576	0.0622305855313	0.111906243265	0.0303375110389	0.148953152441	0.178348999379	-0.228925135516	-0.446105188139	-0.390820282214	-0.343709519681	-0.352091861147	-0.421098549838
Syt3	0.0152609851413	0.0396368692935	-0.0746550435737	-0.0544880186508	0.0298621702023	-0.0923183476421	0.0907810356879	-0.0181728800558	-0.0226163825582	-0.082657451106	-0.175728894149	0.0461981333281	-0.0510878468103	-0.0423018114462
Syt4	0.0285831566732	0.0680863142709	0.00113497358853	-0.000542494958525	0.0120476792453	-0.0248371289967	0.0512264058307	-0.0224963374652	-0.0840779704536	-0.0293068586799	-0.0226371734154	0.0196210070689	-0.000389876496512	0.0445747664808
Syt5	0.109668971672	0.638811531643	0.0971576158859	0.259136952749	0.231586349766	-0.0929770321621	0.0579994787977	0.0036122029299	-0.074581672403	-0.154409199519	0.122412426197	-0.181559370233	-0.390517793753	-0.320710954594
Syt6	-1.4444647186	-1.86708983857	-1.22524126364	-0.921987011825	-0.793082154441	-0.673336295479	-0.226249641279	-0.255480709363	-0.207666649262	1.02307364717	0.0580474611612	1.82585179952	0.851199577375	0.34101049204
Syt7	-0.0166570687375	0.0753436815271	0.0284490454396	-0.0510922406134	0.000698905294739	-0.107219428927	0.0441148352943	-0.0337906341769	0.102467484431	-0.043906621407	-0.129349014949	0.106045293203	0.0661505173722	-0.0210374881407
Vmn1r79	-0.456825883407	-0.381613059341	-0.323165654721	-0.607074806523	-0.470557711913	-0.194602734766	-0.676347464455	-0.167824773427	0.274684386934	0.31449546504	-0.15608043677	0.0770975390928	0.380304099526	-0.000661740490211
Pbld2	0.0105579431743	-0.125363890588	-0.143015880188	-0.0536594563188	0.0845660151977	-0.226710917755	-0.18150982414	-0.39894947915	0.0460851375957	0.178622208011	0.399463372118	0.386689008527	0.279569994996	0.0747160431268
Defb42	-0.325781168386	0.0624577891217	-0.031501761338	0.0222979145501	0.0392457251004	-0.0451722721364	0.139583258753	0.103405465034	0.088055183723	0.071983046354	-0.0140518077026	-0.0461351589313	0.0904466095288	0.00280258865923
Aqp11	0.184645837561	-0.0127848161404	-0.186263115185	0.020776737874	0.20899909811	-0.138636307117	0.0661965802015	0.206512606406	-0.0981901872982	-0.165368173369	-0.590667962889	-0.121185673071	-0.310210235367	-0.304162979165
Aqp12	0.0779159508027	0.0742921062557	-0.00910652435082	0.194921454961	0.0508875699588	0.0457925809407	0.0455588460926	-0.0410732481055	-0.0331842021697	-0.0385701959913	-0.0232096464732	-0.0138727877443	0.0690648765553	0.00654433377965
Cyp24a1	-0.0837892169988	0.0953649768868	-0.111164546452	-0.0365325479386	0.0269570460721	-0.0649342626729	-0.11104584427	-0.0448297078843	0.071663560672	-0.24925264014	-0.0273879058583	-0.125247289343	-0.000770835544416	-0.0465480878065
1810010H24Rik	-0.164927647316	-0.0622416751403	-0.201829005215	-0.275450264698	-0.399195774051	-0.195138602429	-0.0271031713823	-0.264893144315	-0.350404960888	-0.660777179006	-0.852689357481	-0.502159515335	-0.775320870385	-0.830241913813
Gm14023	0.216242027051	0.0694892164798	0.0828220486531	0.0748099303187	-0.0908664765852	-0.08706950628	0.087669764408	-0.0564550163128	-0.108091956551	-0.104001615362	-0.00372816851979	0.121429940564	-0.116341728328	-0.103715331525
9330159M07Rik	-0.122571479092	-0.0648920875549	0.100325706766	0.310254226913	0.197264338577	0.165951490956	0.215894995552	0.139473244074	-0.166216948985	-0.0201169688543	0.111029999446	0.0587036362379	-0.141094892423	-0.0404389429533
B230114P17Rik	-0.0420370763505	0.0391301322595	-0.0261605690688	0.0969499832818	-0.00231876055088	-0.223210275087	-0.0071926228484	-0.186491776598	-0.197179202418	-0.478283290523	-0.525430821741	-0.359924130017	-0.377268232073	-0.378366178261
Abcb1b	-0.0358401392911	0.194223111922	-0.0197447269526	0.147105139767	0.181592046301	0.0188921882135	0.243171419886	0.0618421985568	-0.24427932634	-0.280310767061	-0.168954565623	-0.284717352359	-0.380012355722	-0.171972676073
Fchsd1	-0.300524904081	-0.174209226276	-0.25908483208	-1.09745287632	-0.260936996295	0.109228003143	-1.34627135243	0.109761098044	1.24949269286	0.769518367157	-0.425079564488	-0.0420287550298	0.636153883416	0.117639375586
Invs	0.0191926239908	-0.0470119703526	0.047791387091	0.00707727127031	0.0455555636233	-0.101322399576	0.0595651641454	-0.0578131336256	-0.146025956985	-0.19617163439	-0.0846982569084	-0.127256199543	-0.194257621231	-0.0668307258859
Slc25a18	0.207705530979	0.295098618591	0.125825840012	0.116725334609	0.0890917903222	-0.116660311395	-0.0901827164374	-0.0536270873598	0.12061383513	-0.0483132671235	-0.0432687146462	-0.142093399931	-0.142968406496	-0.0394278865668
Abcb1a	-0.121231970712	-0.0751072887402	-0.00725863845823	-0.150592914604	0.0344992904589	0.058553926784	-0.0707281763627	-0.03507330037	0.000176619641532	-0.122492004324	-0.26340002859	-0.0939940661999	0.0641720174497	0.0291019362885
Sept1	-0.121350087084	0.14174544179	0.20007001744	0.0784514419891	0.331715903603	0.202745786073	0.230326271282	0.0725889560504	-0.226165637922	-0.0552314914936	-0.0480446711487	-0.232312973828	-0.16637630012	0.179397123308
Otop2	-0.13551737994	-0.057427208105	-0.0212333859145	-0.112758598941	-0.111385767776	-0.00966756338461	-0.123600700949	-0.0773533811229	-0.0375007386192	0.0660585966282	-0.0231558558452	0.0171123820865	-0.00409656535277	0.00752928030555
Dag1	0.191947223988	-0.667603041554	0.314610090986	-0.0818739058714	0.374980953699	-0.229019555825	-0.121200229532	-0.330603355234	0.266393792531	0.235429154996	0.161078316364	-0.220776602591	-0.158856285767	0.283424697749
Myadm	-0.0298521322607	0.132345606279	0.346904388669	-0.0955798841035	-0.0507361859148	-0.0346838205379	-0.0135597068127	-0.257429421407	-0.115973679105	-0.27259543061	0.0969304747877	0.0187917727174	-0.27645164406	-0.270016886759
Polr2k	0.550191495925	0.0369423852378	0.100928227537	-0.126890304625	0.02465497226	0.066371007293	-0.267655997864	-0.0270386987479	0.515920787791	0.15280417007	-0.268695182179	0.214327011086	0.21055416641	0.150002943468
A530098C11Rik	0.0266298714763	-0.00329090450353	0.0533262708786	0.0886863292924	-0.0836453855413	-0.0319923702756	-0.00887020933157	0.0782026806267	-0.120257544311	-0.0377431647984	-0.093442522603	0.052567605928	-0.130369540882	-0.0404493838812
Naf1	0.4363136253	0.0615604573121	-0.0110049000965	0.0839051565081	0.0458447583511	-0.00690554279502	-0.0797774556963	0.0423240850938	0.119524288535	-0.0466525061274	-0.121019484427	-0.043650914906	-0.0433329824047	-0.123657862894
Cebpb	0.159204940126	0.609659729861	-0.0275636354576	0.070822264667	-0.321821520707	0.0255735412191	0.292417989242	0.239942476653	-0.143355344067	-0.629651823166	-0.3736685344	-0.512818950152	-0.351788389504	-0.823470520056
Cebpa	0.0786091430737	0.00814555202288	0.0997570150711	-0.129974022421	0.230423259143	-0.023700068069	-0.0113629812258	-0.362388483998	-0.111039708094	-0.560469679232	-0.437919248937	-0.246536231217	-0.232761108522	-0.77243025563
Slc25a14	0.148861944471	-0.15175471815	-0.0518618281667	0.126741133275	0.0497197041359	-0.0601898798299	0.0619595936062	0.140404036764	-0.105991401476	0.0235790515724	-0.0160741456081	-0.0703303019971	-0.00954165721908	-0.0251267285833
Acvr1	-0.0443547261195	0.19932277381	0.110181259908	0.03609126036	-0.143950879683	-0.133597023766	0.164615581352	-0.114280005598	-0.488729782347	-1.00118716525	-0.592027772184	-0.768638343243	-0.851891341337	-0.85779695463
Il31ra	-0.147776940078	0.00240355173806	-0.10083290161	-0.625772556935	-0.225067563824	-0.0127293842531	-0.218348959374	-0.00650664374753	-0.0873777351862	-0.0658174174333	-0.185073199051	-0.212516662602	-0.0299839677289	0.0287669114208
Cebpd	-0.309896814259	-0.0784553528925	-0.278719092577	0.0481553406243	-0.23668359457	-0.897460688236	0.520168297668	0.490370903782	0.455288670033	0.732767100218	0.17592010496	-0.173405584911	0.862571280454	0.283401017708
Pkd2l1	-0.0807233374289	0.039744085572	0.0542700854283	-0.0105703890514	0.0409768008454	0.0381953765184	0.0781975727119	0.0546224526854	-0.0615177253498	-0.0624044130003	-0.0226003643478	-0.404516544108	0.0291142173382	0.0474742026517
Gm5226	-1.03479119316	-1.11989021199	0.0464371977635	-1.3951769907	-0.438525761476	0.0959231000056	-1.49945086269	-0.423818178424	0.996937556104	2.449503908	0.0831295404743	0.852863662268	1.75088855113	0.514722575423
Xab2	0.0772684143298	0.0105451904401	0.0355672115716	0.0817254233943	0.166115621415	0.00959617470401	0.334937494716	0.129836760277	-0.197831395522	-0.131677572731	0.0220496678559	0.0849870798634	-0.0829065814814	-0.138895190349
5330421F21Rik	0.0330455204992	-0.0221090818319	0.109652164861	0.0673093848479	0.0168475146774	0.116275376737	0.0366228134427	-0.0213030992604	-0.0413400171354	-0.0682209030416	-0.00296606714255	-0.0692955566726	-0.00717213451029	-0.00290542891167
Car2	-0.00391811382366	-0.558860451821	0.300453287847	-0.26703471542	-0.222218440043	0.0185597771342	-0.211592644971	-0.229941734281	-0.289697973483	0.0595674704256	0.0470540644212	-0.202475137787	-0.262121543021	-0.0784368651053
6720401G13Rik	-0.0639289862561	-0.0431904200392	-0.0793872930101	-0.131225848117	-0.324955950362	-0.156140090502	0.222459782432	-0.0176510867664	-0.288635349836	-0.309522306431	-0.503059199058	-0.114916906097	-0.336886150561	-0.248324977724
Rgs13	0.0395636727584	0.133393628909	-0.0135723814482	0.11701504763	0.0350544224858	0.0915016742757	-0.0329771096495	0.0124930836616	-0.0342188082275	-0.0206610183624	-0.0588698472597	-0.0553387545697	-0.0769162586426	0.0314246416038
Heg1	-0.186281562093	-0.476625911398	0.0294687109377	-0.0512825489697	-0.236354070444	0.0885005729987	0.0450043070972	0.225525906241	0.00510795882594	-0.0610059415317	0.210987914757	0.015263913914	-0.0662743032281	0.0496431220538
Defb40	0.0219473893851	-0.0643767192771	-0.0235950648919	-0.0533186544798	0.0470743777247	0.0263566382822	0.0329699033365	0.0324839352448	0.0271763510342	0.0101269307371	0.0626936345735	0.0628370754707	-0.0325427609712	-0.0158804541041
Sacs	0.0431649151313	-0.148075969259	0.0682168140721	-0.00897154921062	-0.0679708201119	-0.00526329933687	-0.0352693481736	-0.0706494187795	-0.0814838930334	-0.0965473723751	-0.0759411551878	-0.019686546355	-0.108319799291	0.0552860625354
Car3	1.0299382868	2.86042935768	-0.446988155882	1.83088105885	-0.864695561652	-0.50304957462	-1.12829449609	0.039795870081	1.4283268687	-2.46986689792	-2.92596514012	-0.945172875185	0.567650375211	-0.737592935147
6330545A04Rik	0.0905142336005	0.00515817974818	-0.038956230641	-0.0630956116214	0.0177967701958	0.0566672943287	-0.180538405362	-0.0675165473899	-0.256994197232	-0.0117081974375	-0.0331882607127	-0.0099672855461	-0.0707120550604	0.0226141121851
Cebpz	0.0764351718343	0.118651009624	0.0983479756366	-0.0120007544352	-0.016119855759	0.0347568663935	-0.0377814610143	-0.160782107735	0.246904748831	0.259283703765	0.193195591848	0.278064656775	0.186012496356	0.168143640357
Slc27a6	0.17599231517	-0.0385259268205	0.0552985400654	0.223369011833	0.0632750079682	-0.0296423502979	0.263255726186	0.0848276186406	-0.215211263686	-0.194771169174	0.262511927035	0.273096285331	-0.16984751732	-0.00885410902452
Arl1	0.246359705611	0.0627644887628	0.07207553536	-0.0647639016282	0.0181267026609	-0.031501905545	-0.257647524199	-0.119624904585	0.199908858904	0.0521520532476	0.063985629007	-0.070488713093	-0.25598589516	-0.252744009551
Zfp712	0.0717360265305	0.0407432555404	0.129745790095	0.0856598965304	0.0549262268192	-0.093088339988	-0.042082614176	-0.100263908709	-0.0799474699826	-0.196924107897	-0.0453498578524	-0.175344219086	-0.211170661886	-0.175463803769
Zfp710	0.0602440846372	0.234114624319	0.115932299024	0.0194710902859	0.0137801892539	0.105353062387	0.110985933294	-0.0570429678344	-0.105411005323	-0.00938750881521	0.10969713552	-0.0238281379164	-0.205129936512	-0.104783739672
Zfp711	-0.0107208515242	-0.0567726633269	0.18543711171	0.0655435292771	-0.0101232486007	0.005867481794	-0.00816929977326	-0.0541958047002	-0.136652269976	-0.125291699349	-0.0308779255656	-0.0386085261845	-0.095148780085	-0.0531244125638
Rbm8a	0.0178360855965	-0.256880785951	0.0191707249139	-0.110949377153	-0.0158976384777	-0.00742988016783	-0.191542533809	-0.0654751917058	0.0343105611329	0.183336433844	0.115234400114	-0.0715690803352	0.0981314303806	-0.0421599653261
Zfp715	-0.0155612580127	-0.0645807634874	0.112432665927	0.0596369066702	0.0125957726734	-0.0867030615777	0.0964200497293	-0.13648974565	-0.169718710252	-0.0780631671992	0.0405374430344	-0.176249530745	-0.287543252981	-0.122791542047
Mllt4	-0.135805014236	-0.0731457254217	0.088986347903	0.118312331046	-0.166029199985	-0.0189740828578	0.186722793081	0.0542360458444	-0.114044811644	0.057868882581	0.119239525572	0.104223836332	-0.0378294747215	-0.0518693861945
Car6	0.12616675321	0.164241294847	-0.0250697426207	0.126326579381	0.100922680011	0.0936172237367	0.0867878370867	0.0702246246834	0.055477259565	0.00696334987317	-0.0175323387085	0.0413320137248	0.258291732116	0.148758604029
E430024P14Rik	0.0555533082143	0.0943053957197	0.00999692299764	0.112519619474	0.0322756481851	0.0116413207433	-0.0318675052003	0.0154731808458	-0.0716726871731	-0.131336528544	-0.0446683928829	0.0114533575123	-0.0381455220825	-0.028979545641
2310003F16Rik	0.14116206154	-0.0016255002522	-0.0939411245451	0.127041008568	-0.0915612090556	0.0413567507888	0.0328015603893	0.161338140141	-0.0292823005355	-0.0223024165972	0.0542288536986	0.187953331005	-0.00812169053316	-0.0917641391715
Mllt1	-0.169435603281	0.00971116022795	-0.0389973344709	-0.340721162081	-0.0910486206786	-0.0478334015475	-0.321637329354	-0.146043991165	0.148417429307	-0.023795597441	-0.148061166952	-0.104394295225	-0.00688986471984	-0.240523453777
